userID,itemID,rating
User_1,DTLA Convention Center Stylish Apartment,1
User_1,DTLA Convention Center Suite,3
User_1,DTLA Staples Center Suite,3
User_1,"Deluxe, Universal Studios / 2 rooms",3
User_1,Desert Heaven - Guest House,5
User_1,Double Suite in Santa Monica,4
User_1,DoubleTree Suites by Hilton Santa Monica,1
User_1,DoubleTree by Hilton Hotel Los Angeles - Westside,1
User_1,Downtown Celebrity Suite Near Staples Center,5
User_1,Downtown Cosmopolitan Suites,1
User_1,Downtown Highrise Luxury Living,2
User_1,Downtown Juno Apartment,1
User_1,Downtown L.A. Resort Comfort Life and 4Beds,4
User_1,Downtown LA 1-Bedroom with Views,2
User_1,Downtown LA 5 Beds Penthouse Pool,4
User_1,Downtown LA 5Beds Spectacular Pool,5
User_1,Downtown LA 5bed Royal Penthouse,5
User_1,Downtown LA 5beds Entertainer Pool,4
User_1,Downtown LA Brilliant 5 Beds Pool,2
User_1,Downtown LA City View Suite,1
User_1,Downtown LA Clean and Cozy Suite,5
User_1,Downtown LA Convention Center Apartment,1
User_1,Downtown LA Convention Center Elite Apartment,5
User_1,Downtown LA Convention Center Suite,5
User_1,Downtown LA Dazzling Apartment,3
User_1,Downtown LA Elegant 2BR Pool Suite,4
User_1,Downtown LA Gorgeous Resort Style Suite,1
User_1,Downtown LA Live Suites,2
User_1,Downtown LA Luxe Staples Center Suite,5
User_1,Downtown LA Mandarin Resort Style Suite,5
User_1,Downtown LA Modern Home Staples Center,4
User_1,Downtown LA Modern Staples Center Suite,1
User_1,Downtown LA Paradise Resort Suite,1
User_1,Downtown LA VIP Resort Apartment,5
User_1,Downtown Los Angeles 5bed Splendid,2
User_1,Downtown Los Angeles Deluxe Penthouse,5
User_1,Downtown Los Angeles Luxury 3-bedroom Pool Suite,5
User_1,Downtown Oasis in DTLA,1
User_1,Downtown Venus Apartment,5
User_1,Downtown Victorian PH 6Beds W Pools,5
User_1,Dream Hollywood,1
User_1,Dresden B & B,1
User_1,Dunes Inn - Sunset,2
User_1,EXQUISITE MARINA 2BDR SUITE WITH BALCONY & RELAXING VIEWS,2
User_1,East West Comfort: Downtown LA Artistic Apartments,5
User_1,East West Comfort: Downtown LA Cozy Apartments,5
User_1,East West Comfort: Downtown LA Inspiring Apartment,1
User_1,East West Comfort: Hollywood Walk of Fame Apartments,2
User_1,East West Comfort: Studio City Universal Apartments,3
User_1,El Royale Hotel - Near Universal Studios Hollywood,4
User_1,Elan Hotel,3
User_1,Embassy Suites Los Angeles - International Airport/North,5
User_1,Encore Motel,2
User_1,Epic Downtown Apartment,3
User_1,Executive Celebrity Suites,2
User_1,Executive Lifestyle Apartment,3
User_1,FANTASTIC HOUSE IN SANTA MONICA BEACH 10,1
User_1,Fabulous Apartment in GLENDON Next to UCLA Los Angeles *21,3
User_1,Fabulous Apt Walk to Santa Monica Beach 17,4
User_1,Fabulous Walk of Fame Apartment in Hollywood,3
User_1,Fairmont Miramar Hotel & Bungalows,4
User_1,Farmer's Daughter Hotel,5
User_1,Four Points by Sheraton Los Angeles International Airport,4
User_1,Four Points by Sheraton Los Angeles Westside,5
User_1,Four Seasons Hotel Los Angeles at Beverly Hills,4
User_1,Franklin Tower,4
User_1,Freehand Los Angeles,5
User_1,Friendship Motor Inn,2
User_1,Fully Furnished Apt in LA Downtown,5
User_1,Fully furnished apartment in la close to Beverly Hills,3
User_1,Garden Cottage B&B,1
User_1,Gateway Hotel Santa Monica,2
User_1,Ginosi Downtown Apartel,2
User_1,Ginosi Metropolitan Apartel,5
User_1,Glendon Apartments,4
User_1,Global Luxury Suites at Figueroa Street,1
User_1,Global Luxury Suites at Marina Del Rey,2
User_1,Global Luxury Suites at Wilshire,5
User_1,"Gorgeous Bungalow walk to Universal Studios, Hollywood",1
User_1,Grand Suites,1
User_1,Groovy 2-Bedroom Condo with Terrace,5
User_1,"H Hotel Los Angeles, Curio Collection By Hilton",2
User_1,HI Los Angeles - Santa Monica Hostel,1
User_1,"HUGE AND STYLISH 2 BDR APARTMENT, BEST LOCATION IN LA",2
User_1,"Hampton Inn & Suites Los Angeles/Hollywood, CA",3
User_1,Hampton Inn & Suites Santa Monica,5
User_1,Hampton Inn Los Angeles Int'l Airport/Hawthorne,3
User_1,Heart of Hollywood,2
User_1,Heaven on Hollywood Furnished Apartments,3
User_1,High-Rise City View Condo,2
User_1,Highland Gardens Hotel,2
User_1,Hilgard House Westwood Village,4
User_1,Hilton Garden Inn Los Angeles / Hollywood,1
User_1,Hilton Garden Inn Los Angeles Marina Del Rey,3
User_1,Hilton Los Angeles Airport,2
User_1,Hilton Los Angeles-Universal City,3
User_1,Holiday Inn Express Hollywood Walk of Fame,3
User_1,Holiday Inn Express Los Angeles LAX Airport,5
User_1,Holiday Inn Express West Los Angeles,3
User_1,Holiday Inn Los Angeles - LAX Airport,5
User_1,Hollywood 2Bed 2Bath,4
User_1,Hollywood 4Beds Los Angeles #1 Pool,2
User_1,Hollywood 5 Beds Famous Awards Pool,2
User_1,Hollywood 6 Beds Superstar Pool,3
User_1,Hollywood 6 beds Vip Pool Suite,3
User_1,Hollywood 7 Bed Penthouse Superstar,3
User_1,Hollywood Bed & Breakfast,4
User_1,Hollywood Bellucci Apartment,5
User_1,Hollywood Blvd Exclusive Apartment,4
User_1,Hollywood Blvd Plush Apartment,2
User_1,Hollywood Blvd Stars Suite,4
User_1,Hollywood Blvd Walk of Fame Apartment,5
User_1,Hollywood Celebrity Hotel,5
User_1,Hollywood City Inn,5
User_1,Hollywood Downtowner Inn,5
User_1,Hollywood Glamourous Apartment,5
User_1,Hollywood Grand Apartment,5
User_1,Hollywood Hills Spanish,4
User_1,Hollywood Hills Suites,3
User_1,Hollywood Historic Hotel,5
User_1,Hollywood Hot Spot Condo,5
User_1,Hollywood Hotel - The Hotel of Hollywood Near Universal Studios,4
User_1,Hollywood Inn Express North,2
User_1,Hollywood Inn Express South,2
User_1,Hollywood Loft,3
User_1,Hollywood Loft Oasis,1
User_1,Hollywood Luxury Suite * 5 beds + Parking,5
User_1,Hollywood Megastar 5 beds 2-BR pool,5
User_1,Hollywood Olivia Apartment,2
User_1,Hollywood Orchid Suites,1
User_1,Hollywood Private Bungalow,2
User_1,Hollywood Retreat,1
User_1,Hollywood Shine B&B,3
User_1,Hollywood Spring Deluxe,4
User_1,Hollywood Tower Apartel,3
User_1,Hollywood Walk of Fame 5beds Studio,1
User_1,Hollywood Walk of Fame Apartment,5
User_1,Hollywood Walk of Fame Furnished Apartments,1
User_1,Hollywood Walk of Fame!,5
User_1,Hollywood and Sunset Furnished Apartments,2
User_1,Hostel California,3
User_1,Hotel Angeleno,3
User_1,Hotel Aventura,4
User_1,Hotel Beverly Terrace,4
User_1,Hotel Carmel By The Sea,4
User_1,Hotel Erwin,5
User_1,Hotel Hwood Near the Sunset Strip,5
User_1,Hotel Indigo - Los Angeles Downtown,1
User_1,Hotel MDR Marina del Rey- a DoubleTree by Hilton,5
User_1,Hotel Normandie - Los Angeles,4
User_1,Hotel Shangri-La,4
User_1,Hotel Sofitel Los Angeles at Beverly Hills,5
User_1,Hotel Solaire Los Angeles,2
User_1,Huntley Santa Monica Beach,5
User_1,Hyatt Regency Los Angeles International Airport,3
User_1,Inn at Playa del Rey,4
User_1,Inn at Venice Beach,2
User_1,InterContinental - Los Angeles Downtown,5
User_1,InterContinental Los Angeles Century City at Beverly Hills,1
User_1,JW Marriott Los Angeles L.A. LIVE,1
User_1,Jamaica Bay Inn,5
User_1,Jolly Roger Hotel,1
User_1,Kimpton Everly Hotel,1
User_1,Kimpton Hotel Palomar Los Angeles Beverly Hills,5
User_1,Kimpton Hotel Wilshire,2
User_1,Kimpton La Peer Hotel,4
User_1,Kings Home,1
User_1,Knights Inn Los Angeles Central / Convention Center Area,5
User_1,LA Clean and Comfy Suite,4
User_1,LA Deluxe Suite at The Grove Mall,4
User_1,LA LAX Teresa B&B,1
User_1,LA Luxury Suite at The Grove | 2BR&2BT | Pool | Free Parking,3
User_1,LA Paradise Retreat Amazing Location,5
User_1,LA Villa close to Little Tokyo,4
User_1,LEVEL Furnished Living Suites Downtown Los Angeles,3
User_1,La Quinta Inn & Suites LAX,3
User_1,Le Meridien Delfina Santa Monica,1
User_1,Le Parc Suite Hotel,3
User_1,Lexen Hotel - Hollywood,1
User_1,Live like a Hollywood Celebrity,3
User_1,Living The LA Dream 2 bed 2 bath,4
User_1,Location For Vacation Hollywood Luxury Apartment,5
User_1,Loews Hollywood Hotel,3
User_1,Loft on Hollywood Walk of Fame,3
User_1,Los Angeles 3 Bed Ace Pool Suite,2
User_1,Los Angeles 5 Beds Convention Pool,2
User_1,Los Angeles Airport Marriott,1
User_1,Los Angeles RoomRentals Harvard Heights,4
User_1,Los Angeles RoomRentals near USC,1
User_1,Los Comfy Apartment,4
User_1,Los Stylish Apartment Nice Area DTLA,4
User_1,Luxe City Center Hotel,3
User_1,Luxe Rodeo Drive Hotel,1
User_1,Luxe Sunset Boulevard Hotel,5
User_1,"Luxury 2-Bedroom, 2-Bathroom w Pool",4
User_1,Luxury Apartment Near Staples Center,3
User_1,Luxury Apartments in Downtown LA,4
User_1,Luxury Condo with Parking,1
User_1,Luxury Downtown Vacation Home with Parking,3
User_1,Luxury Home In The Heart of LA,2
User_1,Luxury Private 2 bedroom Condo,1
User_1,Luxury Studio Next to LA Live,4
User_1,Luxury Suite in The Heart of Hollywood,2
User_1,"Luxury, Hollywood Modern",3
User_1,"Luxury, Hollywood Walk of Fame",3
User_1,Magic Castle Hotel,4
User_1,Mama Shelter Los Angeles,3
User_1,"Marina Del Rey/Venice 2 Bed, 2 Bath. Pool, Gym",1
User_1,Marina Vacation Rentals,1
User_1,Marina del Rey Hotel,5
User_1,Marina del Rey Marriott,4
User_1,Marina del Rey Suites,4
User_1,Mayumi,4
User_1,Melorese PH Loft,1
User_1,Melrose Apartment # 18,4
User_1,Melrose Place,5
User_1,Mid City 3 Bedroom 3 Bathroom 5 Queen Beds,2
User_1,Millennium Biltmore Los Angeles,4
User_1,Miyako Hotel Los Angeles,5
User_1,Modern Apartments in Downtown LA,1
User_1,Modern Living,2
User_1,Modern Star Apartments,2
User_1,Mondrian Los Angeles in West Hollywood,5
User_1,Montage Beverly Hills,1
User_1,Montrose West Hollywood,3
User_1,Mosaic Hotel,1
User_1,Mr C Beverly Hills,1
User_1,NEW Apartment near Staples Center,1
User_1,NEW! LUXURY SUITE with Parking!,4
User_1,"New Luxury DT LA Apt- Pool, Gym, Staple center",2
User_1,Noon on Sunset Hill,3
User_1,O Hotel,1
User_1,Oakwood Toluca Hills,1
User_1,Ocean Park Hotel,1
User_1,Ocean Style Studio Venice Beach,1
User_1,Ocean Suites - Coral,4
User_1,Ocean Suites - Ocean,2
User_1,Ocean Suites - Pier,5
User_1,Ocean Suites - Sail,2
User_1,Ocean Suites - Sand,4
User_1,Ocean Suites - Shell,1
User_1,Ocean Suites - Sunset,3
User_1,Ocean View Hotel,3
User_1,Oceana Beach Club Hotel,5
User_1,Omni Los Angeles Hotel California Plaza,3
User_1,Orange Drive Hostel,4
User_1,PREMIUM TWO BEDROOM CONDO w Free parking,5
User_1,Palihotel Melrose,4
User_1,Palihouse Santa Monica,4
User_1,Palihouse West Hollywood,1
User_1,Penthouse Highrise,3
User_1,Penthouse Los Angeles Convention Resort Suite Pool,3
User_1,Penthouse with a Stunning Hollywood View,4
User_1,Perfect Chill in Hollywood,3
User_1,Plaza la Reina,5
User_1,PodShare Los Feliz,3
User_1,Popular DTLA Designer Suite,3
User_1,Popular DTLA Designer Suite With Massive Views,1
User_1,Popular Downtown LA Bellagio Resort Suite,3
User_1,Popular Downtown LA Cirrus Resort Style Suite,2
User_1,Popular Downtown LA Extravagant Suite,3
User_1,Popular Downtown LA Governor Suite,4
User_1,Popular Downtown LA Luxury Palazzo Resort Style Suite,3
User_1,Popular Downtown LA Mediterranean View Penthouse,1
User_1,Popular Downtown LA Parlor Resort Style Suite,3
User_1,Popular Downtown LA Platinum Resort Style Suite,2
User_1,Popular Downtown LA Presidential Pool Table High Rise,3
User_1,Popular Downtown LA Spectacular Suite,2
User_1,Popular Downtown LA Splendid Suite,5
User_1,Popular Downtown LA Venetian Resort Style Suite,5
User_1,Popular Downtown Los Angeles Luxurious Resort Suite,1
User_1,Popular Hollywood Blvd 2BR/BA Oscars,2
User_1,Popular Hollywood Blvd Gorgeous Penthouse,3
User_1,Popular Hollywood Blvd James Dean Suite,4
User_1,Popular Hollywood Blvd Luxury Penthouse,2
User_1,Popular Hollywood Blvd Magnificent Suite,2
User_1,Popular Hollywood Blvd Majestic Suite,3
User_1,Popular Hollywood Blvd Modern Suite,4
User_1,Popular Hollywood Blvd Plush Suite,1
User_1,Popular Hollywood Blvd Premier Suite,3
User_1,Popular Hollywood Blvd Shining Suite,5
User_1,Popular Hollywood Blvd Superstar Suite,2
User_1,Popular Hollywood Blvd Two Story Suite,5
User_1,Popular Hollywood Blvd View Penthouse,4
User_1,Popular Hollywood Boulevard Of Stars 2BR/BA Suite,3
User_1,Popular Hollywood Celebrity Suite,5
User_1,Popular Hollywood Fabulous Suite,2
User_1,Popular Hollywood Famous suite,4
User_1,Popular Hollywood Marilyn Monroe Suite,4
User_1,Popular Hollywood Prestige Suite,1
User_1,Popular Hollywood Rockstar Penthouse,5
User_1,Popular Hollywood Skyline View Penthouse,2
User_1,Popular Hollywood Spectacular Double King Suite,2
User_1,Popular Hollywood Upstairs Downstairs Penthouse,4
User_1,Popular Hollywood VIP Celebrity Penthouse,3
User_1,Popular Hollywood VIP Executive Suite,3
User_1,Popular Hollywood Walk of Fame Penthouse,2
User_1,Popular Private luxury Room in shared apartment in Hollywood,5
User_1,Popular Studio luxury Private apartment in Downtown Los Angeles,4
User_1,Popular The Grove Upscale Suite,5
User_1,Premier DTLA Convention Center Apartment,4
User_1,Premier Suites,5
User_1,"Prime West Hollywood, Gorgeous & Renovated 2 Bed 2 Bath",3
User_1,Private Bedroom and Bathroom in Shared 2 Bedroom Apartment,5
User_1,Private Bedroom with Bathroom in Shared 2 Bedroom Apartment,4
User_1,Private Hollywood 4Br Villa at Melrose,4
User_1,Radisson Hotel Los Angeles Midtown at USC,1
User_1,Ramada by Wyndham Los Angeles/Downtown West,4
User_1,Ramada by Wyndham Marina del Rey,4
User_1,Regency Inn in Los Angeles,1
User_1,Renaissance Los Angeles Airport Hotel,3
User_1,Republic Inn / Hollywood,1
User_1,Residence Inn by Marriott Los Angeles L.A. LIVE,1
User_1,Residence Inn by Marriott Los Angeles LAX/Century Boulevard,5
User_1,Rodeway Inn Hollywood,2
User_1,Royal Pagoda Motel,1
User_1,Royal Palace Westwood Hotel,2
User_1,SIXTY Beverly Hills,4
User_1,"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",5
User_1,Samesun Venice Beach,4
User_1,"Santa Monica Duplex, 3 Bed 2 Bath",3
User_1,Sea Blue Hotel,3
User_1,Selby Ave Guest House,4
User_1,Shelter Hotel Los Angeles,3
User_1,Sheraton Gateway Los Angeles,3
User_1,Sheraton Grand Los Angeles,2
User_1,Sheraton Universal,5
User_1,Shore Hotel,1
User_1,Shutters On The Beach,3
User_1,Sirtaj Hotel,3
User_1,Spacious Town House - 2 Levels,2
User_1,Spotless Apartment in Santa Monica Beach 3,2
User_1,Step to the beach,1
User_1,Strathmore Apartments,4
User_1,Studio City Warm Apartment,5
User_1,Studio Plus - Hollywood Luxury 2BR APT,1
User_1,Su Casa at Venice Beach,4
User_1,Sunburst Spa & Suites Motel,2
User_1,Sunset Boulevard Luxury Private Home Escape,1
User_1,Sunset Hilltop,3
User_1,Sunset Home,5
User_1,Sunset Marquis Hotel,5
User_1,"Sunset Strip 1-Bedroom with Balcony, Pool and Views",5
User_1,Sunset Tower Hotel,1
User_1,Super 8 by Wyndham Los Angeles-Culver City Area,4
User_1,Super Lovely Studio Apartment,5
User_1,Superior Suites,3
User_1,SureStay Collection by Best Western Saharan Hotel,4
User_1,The Beverly Hills Hotel,2
User_1,The Beverly Hilton,4
User_1,The Charlie West Hollywood,1
User_1,The Culver Hotel,5
User_1,The Deluxe Oasis Apartment,1
User_1,The Dixie Hollywood,1
User_1,The Garland,1
User_1,The Georgian Hotel,4
User_1,The Grove Luxe Apartment,1
User_1,The Grove Luxury Suite,2
User_1,The Hollywood Roosevelt,3
User_1,The Hollywood Style Apartment,3
User_1,The Hotel Hollywood,1
User_1,The Jeremy Hotel West Hollywood,4
User_1,The Kinney - Venice Beach,4
User_1,The LINE Hotel,3
User_1,The London West Hollywood at Beverly Hills,1
User_1,The Los Angeles Athletic Club,1
User_1,The Mayfair Hotel,1
User_1,The Moment Hotel,3
User_1,The NoMad Los Angeles,4
User_1,The Orlando Hotel,1
User_1,The Palazzo Communities by Synergy,3
User_1,"The Ritz-Carlton, Los Angeles L.A. Live",2
User_1,"The Ritz-Carlton, Marina del Rey",5
User_1,The Rose Hotel,3
User_1,"The Standard, Downtown LA",3
User_1,"The Standard, Hollywood",5
User_1,The Westin Bonaventure Hotel & Suites,5
User_1,The Westin Los Angeles Airport,4
User_1,The Willow,4
User_1,"Tilt Hotel Universal Hollywood, an Ascend Hotel Collection Member",2
User_1,Titta Inn,2
User_1,Tiverton Apartment Lofts,1
User_1,Top Floor Penthouse Living Like A Rockstar,1
User_1,Travelodge by Wyndham Culver City,5
User_1,Travelodge by Wyndham Santa Monica,3
User_1,Tuck Hotel,1
User_1,USA Hostels Hollywood,3
User_1,Ultimate LA Vacation Hideaway w/ Private Pool,3
User_1,Unique house next tothe beach-Venice Beach-MDR,3
User_1,Upscale 2Bed 2Bath & Gated Parking,2
User_1,Urban 20 FT Two Level Loft,3
User_1,Urban DTLA Chic Stylish Suite,1
User_1,Urban DTLA Corporate Executive Suite,4
User_1,Urban DTLA Resort Style Flamingo Suite,3
User_1,Urban DTLA Top Level Penthouse,1
User_1,Urban DTLA Two Level Staples Center Loft,3
User_1,Urban DTLA VIP Penthouse with Pool Table,5
User_1,Urban Downtown LA Chanel Suite,5
User_1,Urban Downtown LA City View Penthouse,3
User_1,Urban Downtown LA Designer City Sky Suite,4
User_1,Urban Downtown LA Elegant Suite Los Angeles,2
User_1,Urban Downtown LA Floor To Ceiling Penthouse,3
User_1,Urban Downtown LA Luxury Resort Suite,1
User_1,Urban Downtown LA Modern Suite,4
User_1,Urban Downtown LA Moroccan Resort Suite,4
User_1,Urban Downtown LA Pool Table Penthouse,2
User_1,Urban Downtown LA Resort Style Suite,4
User_1,Urban Downtown LA Sapphire Suite,1
User_1,Urban Dtla Paradise Suite,1
User_1,Urban Dtla Two Level Fashion Loft,5
User_1,Urban Hollywood Blvd Cinema Suite,4
User_1,Urban Hollywood Blvd Dream Penthouse,5
User_1,Urban Hollywood Blvd Grammys Suite,1
User_1,Urban Hollywood Celebrity Suite,4
User_1,Urban Hollywood Chateau Suite,4
User_1,Urban Hollywood Glamour Suite,2
User_1,Urban Hollywood James Bond Suite,4
User_1,Urban Hollywood Memories Penthouse,1
User_1,Urban Hollywood Modern Penthouse,5
User_1,Urban Hollywood Oscars Suite,2
User_1,Urban Hollywood Tropicana Suite,3
User_1,Urban Hollywood Universal Studios Suite,1
User_1,Urban Two Level Bellagio Penthouse,3
User_1,VE Venice Guest House,4
User_1,Venice Beach House,1
User_1,Venice Beach Suites & Hotel,4
User_1,Venice Beach Vacation Condos,3
User_1,Venice Breeze Suites,2
User_1,Venice House on the Canals,3
User_1,Venice Style Studio Venice Beach,3
User_1,Venice Suites,1
User_1,Venice on the Beach Hotel,3
User_1,Viceroy L'Ermitage Beverly Hills,3
User_1,Viceroy Santa Monica,4
User_1,Villa Brasil Motel,2
User_1,Villa Delle Stelle,4
User_1,W Los Angeles â West Beverly Hills,4
User_1,Waldorf Astoria Beverly Hills,2
User_1,Walk of Fame Apartment in Hollywood,2
User_1,Walk of Fame Hostel,1
User_1,Walk of Fame Suite in Hollywood,4
User_1,Walk to Convention Center Apartment,4
User_1,WeHo Bungalow with Private Garden,4
User_1,"WeHo Palace, 2 Bedroom 2 Full Bath",3
User_1,Wellworth Apartments,2
User_1,West Hollywood Studio,5
User_1,Westwood Apartment 409W,3
User_1,Westwood Two Bedroom #1,1
User_1,Westwood Two Bedroom #2,3
User_1,Wilshire Experience Apartment,3
User_1,Wilshire Getaway Apartment,5
User_1,Wilshire Motel,1
User_1,Wingate by Wyndham Los Angeles Airport,3
User_2,2 Bedroom Celebrity Loft,4
User_2,24 Hours Motel,1
User_2,36 Story Amazing View Penthouse,5
User_2,AIR Venice on the Beach,5
User_2,AKA Beverly Hills,4
User_2,Abbot Kinney Apartment,2
User_2,Ace Hotel Downtown Los Angeles,3
User_2,Amazing 2bed/2 bath near the Grove,5
User_2,Amazing Apartment Hollywood Blvd 2bd/bth,3
User_2,Amazing Apartment in Santa Monica,5
User_2,Ambrose Hotel,5
User_2,American Hotel,1
User_2,Andaz West Hollywood-a concept by Hyatt,5
User_2,Angel City Spacious Apartment,3
User_2,Apartment North Mansfield Ave,3
User_2,Arroyo Vista Inn,4
User_2,Artist Home at Venice Beach - One Bedroom Oasis,3
User_2,Audrey House,1
User_2,Avalon Hotel Beverly Hills,1
User_2,BLVD Hotel & Suites,2
User_2,BRILLIANT HOME IN SANTA MONICA BEACH *23,5
User_2,Banana Bungalow,5
User_2,Bayside Hotel,5
User_2,Beautiful Large Duplex House at The GROVE | Free Parking,1
User_2,Beautiful Sunset in Santa Monica Beach *4,4
User_2,Bel Air Luxury Living,2
User_2,Bel Air Villa,1
User_2,Best Western Airport Plaza Inn,3
User_2,Best Western Burbank Airport Inn,2
User_2,Best Western Hollywood Plaza Inn,1
User_2,Best Western Plus Dragon Gate Inn,4
User_2,Best Western Plus Hollywood Hills Hotel,4
User_2,Best Western Plus Sunset Plaza Hotel,3
User_2,Best Western Royal Palace Inn & Suites,2
User_2,Beverly Hills / Cedars Sinai,4
User_2,Beverly Hills Celebrity Home,4
User_2,Beverly Hills Guest House,4
User_2,Beverly Hills Marriott,3
User_2,Beverly Hills Plaza Hotel,5
User_2,Beverly Hills Spanish Apartment,4
User_2,Beverly Laurel Motor Hotel,3
User_2,Big & Beautiful 3Bedroom Apt in Marina Del Rey,3
User_2,Bluetiful Apartment Near to convention center,2
User_2,Boutique 444 Venice Beach,3
User_2,Boutique Citrus Apartments,5
User_2,Boutique Hollywood,4
User_2,Brentwood Family home,5
User_2,Brentwood Inn,2
User_2,Bungalows at Marina del Rey/ Venice Beach,4
User_2,CALIFORNIA Deluxe Suite | 2BD/2BT | FREE PARKING | POOL !,4
User_2,Cal Mar Hotel Suites,5
User_2,Carlyle Inn,2
User_2,Casa Del Mar,4
User_2,Century Park Hotel LA,4
User_2,"Channel Road Inn, A Four Sisters Inn",1
User_2,Charming and Lovely apt!,3
User_2,Chateau Marmont,1
User_2,Chic 2 Bedroom/2 Bathroom Suite at the Beach,5
User_2,Chic Hollywood home - central to everything,3
User_2,Chic Staples Center Apartment,5
User_2,Chic and Charming 1 bdr,2
User_2,Comfort Inn & Suites Near Universal - North Hollywood â Burbank,4
User_2,Comfort Inn Los Angeles near Hollywood,3
User_2,Comfort Inn Near Old Town Pasadena in Eagle Rock CA,2
User_2,Comfort Inn Santa Monica - West Los Angeles,5
User_2,Comfort Suites,4
User_2,Comforting Hollywood Getaway,3
User_2,Contemporary Apartment in Downtown LA,4
User_2,Corporate Suites in Downtown LA near Staples Center,4
User_2,Courtyard Los Angeles Westside,4
User_2,Courtyard by Marriott Los Angeles L.A. LIVE,5
User_2,Courtyard by Marriott Los Angeles LAX / Century Boulevard,2
User_2,Courtyard by Marriott Santa Monica,3
User_2,Cozy Silver Lake Getaway,1
User_2,Crescent Hotel,5
User_2,Crowne Plaza Los Angeles International Airport,5
User_2,DOWNTOWN L.A. 36 Story Breath Taking View Penthouse,1
User_2,DOWNTOWN L.A. SKY VIEW PENTHOUSE & 4 BEDS,5
User_2,DTLA Convention Center Stylish Apartment,1
User_2,DTLA Convention Center Suite,2
User_2,DTLA Staples Center Suite,4
User_2,"Deluxe, Universal Studios / 2 rooms",3
User_2,Desert Heaven - Guest House,2
User_2,Double Suite in Santa Monica,3
User_2,DoubleTree Suites by Hilton Santa Monica,5
User_2,DoubleTree by Hilton Hotel Los Angeles - Westside,2
